id,name,LAT,LON,layer,source
5663,Spallanzani,-58.01,86.38,"Crater, craters",gazeteer_of_planetary_nomenclature
5672,Spry,-3.7,-38.43,"Crater, craters",gazeteer_of_planetary_nomenclature
5674,Spur,22.02,-52.26,"Crater, craters",gazeteer_of_planetary_nomenclature
5677,Srīpur,-30.74,-100.71,"Crater, craters",gazeteer_of_planetary_nomenclature
5689,Stege,3.75,-59.5,"Crater, craters",gazeteer_of_planetary_nomenclature
5697,Steno,-67.75,-115.37,"Crater, craters",gazeteer_of_planetary_nomenclature
5707,Stickney,1,-49,"Crater, craters",gazeteer_of_planetary_nomenclature
5710,Stobs,-4.96,-38.3,"Crater, craters",gazeteer_of_planetary_nomenclature
5712,Stokes,55.63,171.29,"Crater, craters",gazeteer_of_planetary_nomenclature
5714,Ston,46.87,122.55,"Crater, craters",gazeteer_of_planetary_nomenclature
5717,Stoney,-69.61,-138.51,"Crater, craters",gazeteer_of_planetary_nomenclature
5731,Stura Vallis,22.71,142.47,"Vallis, valles",gazeteer_of_planetary_nomenclature
5732,Stygis Catena,23.25,150.57,"Catena, catenae",gazeteer_of_planetary_nomenclature
5733,Stygis Fossae,26.92,149.83,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5734,Styx,29.71,160,Albedo Feature,gazeteer_of_planetary_nomenclature
5735,Styx Dorsum,30.81,151.86,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
5739,Suata,-18.91,106.67,"Crater, craters",gazeteer_of_planetary_nomenclature
5741,Subur Vallis,11.63,-53.15,"Vallis, valles",gazeteer_of_planetary_nomenclature
5742,Sucre,23.69,-54.59,"Crater, craters",gazeteer_of_planetary_nomenclature
5747,Suess,-66.88,-178.49,"Crater, craters",gazeteer_of_planetary_nomenclature
5751,Sulak,18.17,-78.61,"Crater, craters",gazeteer_of_planetary_nomenclature
5752,Sulci Gordii,19.02,-125.73,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
5760,Sumgin,-36.53,-48.67,"Crater, craters",gazeteer_of_planetary_nomenclature
5768,Surinda Valles,-28.8,-35.11,"Vallis, valles",gazeteer_of_planetary_nomenclature
5769,Surius Vallis,-61.2,-48.72,"Vallis, valles",gazeteer_of_planetary_nomenclature
5771,Surt,16.85,-30.64,"Crater, craters",gazeteer_of_planetary_nomenclature
5780,Suzhi,-27.41,86.1,"Crater, craters",gazeteer_of_planetary_nomenclature
5785,Swanage,26.45,-33.67,"Crater, craters",gazeteer_of_planetary_nomenclature
5789,Swift,12.5,1.8,"Crater, craters",gazeteer_of_planetary_nomenclature
5793,Syria,-19.78,-100,Albedo Feature,gazeteer_of_planetary_nomenclature
5794,Syria Planum,-12.09,-103.9,"Planum, plana",gazeteer_of_planetary_nomenclature
5795,Syrtis Major,9.88,70,Albedo Feature,gazeteer_of_planetary_nomenclature
5796,Syrtis Major Planum,9.2,67.1,"Planum, plana",gazeteer_of_planetary_nomenclature
5797,Sytinskaya,42.42,-53.06,"Crater, craters",gazeteer_of_planetary_nomenclature
5803,Sūf,16.34,-38.22,"Crater, craters",gazeteer_of_planetary_nomenclature
5805,Sögel,21.43,-55.15,"Crater, craters",gazeteer_of_planetary_nomenclature
5811,Tábor,-35.5,-58.33,"Crater, craters",gazeteer_of_planetary_nomenclature
5812,Tabou,-45.1,-35.04,"Crater, craters",gazeteer_of_planetary_nomenclature
5818,Tader Valles,-48.78,-152.3,"Vallis, valles",gazeteer_of_planetary_nomenclature
5819,Taejin,-35.2,85.66,"Crater, craters",gazeteer_of_planetary_nomenclature
5821,Tagus Valles,-6.68,114.54,"Vallis, valles",gazeteer_of_planetary_nomenclature
5829,Tak,-26.02,-28.65,"Crater, craters",gazeteer_of_planetary_nomenclature
5834,Tala,-20.34,112.79,"Crater, craters",gazeteer_of_planetary_nomenclature
5840,Talsi,-41.53,-49.37,"Crater, craters",gazeteer_of_planetary_nomenclature
5843,Tame,-22.73,-107.99,"Crater, craters",gazeteer_of_planetary_nomenclature
5849,Tanaica Montes,39.55,-90.83,"Mons, montes",gazeteer_of_planetary_nomenclature
5850,Tanais,49.67,-70,Albedo Feature,gazeteer_of_planetary_nomenclature
5851,Tanais Fossae,38.74,-86.49,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5859,Tantalus Fluctus,35.93,-95.68,"Fluctus, fluctūs",gazeteer_of_planetary_nomenclature
5860,Tantalus Fossae,49.83,-96.09,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5864,Tara,-44.01,-52.84,"Crater, craters",gazeteer_of_planetary_nomenclature
5865,Tarakan,-41.21,-30.44,"Crater, craters",gazeteer_of_planetary_nomenclature
5868,Tarata,-3.78,-41.22,"Crater, craters",gazeteer_of_planetary_nomenclature
5871,Tarma,16.54,109.85,"Crater, craters",gazeteer_of_planetary_nomenclature
5872,Tarsus,23.12,-40.26,"Crater, craters",gazeteer_of_planetary_nomenclature
5874,Tartarus Colles,21.24,175.19,"Collis, colles",gazeteer_of_planetary_nomenclature
5875,Tartarus Montes,15.46,167.54,"Mons, montes",gazeteer_of_planetary_nomenclature
5876,Tartarus Rupes,-6.5,175.71,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
5877,Tartarus Scopulus,-4.23,177.25,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
5882,Taus Vallis,-4.85,-148.32,"Vallis, valles",gazeteer_of_planetary_nomenclature
5888,Taxco,20.67,-40.13,"Crater, craters",gazeteer_of_planetary_nomenclature
5890,Taza,-43.57,-45.3,"Crater, craters",gazeteer_of_planetary_nomenclature
5894,Tecolote,-24.55,-106.84,"Crater, craters",gazeteer_of_planetary_nomenclature
5901,Teisserenc de Bort,0.43,45.07,"Crater, craters",gazeteer_of_planetary_nomenclature
5902,Tejn,15.39,106.42,"Crater, craters",gazeteer_of_planetary_nomenclature
5910,Telz,21.16,111.12,"Crater, craters",gazeteer_of_planetary_nomenclature
5912,Tempe,39.67,-70,Albedo Feature,gazeteer_of_planetary_nomenclature
5913,Tempe Colles,33.75,-82.56,"Collis, colles",gazeteer_of_planetary_nomenclature
5914,Tempe Fossae,40.42,-71.4,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5915,Tempe Mensa,27.94,-71.59,"Mensa, mensae",gazeteer_of_planetary_nomenclature
5916,Tempe Terra,38.69,-70.61,"Terra, terrae",gazeteer_of_planetary_nomenclature
5918,Tem',41.91,-9.45,"Crater, craters",gazeteer_of_planetary_nomenclature
5922,Tepko,15.21,103.51,"Crater, craters",gazeteer_of_planetary_nomenclature
5924,Terby,-27.96,74.14,"Crater, craters",gazeteer_of_planetary_nomenclature
5928,Termes Vallis,-11.11,-157.01,"Vallis, valles",gazeteer_of_planetary_nomenclature
5930,Terra Cimmeria,-32.68,147.75,"Terra, terrae",gazeteer_of_planetary_nomenclature
5931,Terra Sabaea,2.72,51.3,"Terra, terrae",gazeteer_of_planetary_nomenclature
5932,Terra Sirenum,-39.49,-154.15,"Terra, terrae",gazeteer_of_planetary_nomenclature
5942,Teviot Vallis,-43.37,102.26,"Vallis, valles",gazeteer_of_planetary_nomenclature
5947,Tharsis,0,-100,Albedo Feature,gazeteer_of_planetary_nomenclature
5948,Tharsis Montes,1.57,-112.58,"Mons, montes",gazeteer_of_planetary_nomenclature
5949,Tharsis Tholus,13.25,-90.69,"Tholus, tholi",gazeteer_of_planetary_nomenclature
5952,Thaumasia,-34.68,-85,Albedo Feature,gazeteer_of_planetary_nomenclature
5953,Thaumasia Fossae,-47.75,-91.05,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5954,Thaumasia Planum,-21.66,-65.22,"Planum, plana",gazeteer_of_planetary_nomenclature
5968,Thermia,19.67,109.17,"Crater, craters",gazeteer_of_planetary_nomenclature
5973,Thira,-14.47,175.98,"Crater, craters",gazeteer_of_planetary_nomenclature
5974,Thom,-41.11,92.35,"Crater, craters",gazeteer_of_planetary_nomenclature
5982,Thoth,29.71,105,Albedo Feature,gazeteer_of_planetary_nomenclature
5985,Thule,-23.37,-25.72,"Crater, craters",gazeteer_of_planetary_nomenclature
5987,Thyles Rupes,-69.32,132.28,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
5988,Thymiamata,9.88,-10,Albedo Feature,gazeteer_of_planetary_nomenclature
5992,Tibrikot,12.56,-54.87,"Crater, craters",gazeteer_of_planetary_nomenclature
5998,Tignish,-30.74,87.04,"Crater, craters",gazeteer_of_planetary_nomenclature
6001,Tikhonravov,13.28,35.93,"Crater, craters",gazeteer_of_planetary_nomenclature
6003,Tikhov,-50.68,105.8,"Crater, craters",gazeteer_of_planetary_nomenclature
6005,Tile,17.73,-28.62,"Crater, craters",gazeteer_of_planetary_nomenclature
6009,Timaru,-25.27,-22.34,"Crater, craters",gazeteer_of_planetary_nomenclature
6010,Timbuktu,-5.56,-37.52,"Crater, craters",gazeteer_of_planetary_nomenclature
6013,Timoshenko,41.76,-64,"Crater, craters",gazeteer_of_planetary_nomenclature
6017,Tinia Valles,-4.61,-148.88,"Vallis, valles",gazeteer_of_planetary_nomenclature
6019,Tinjar Valles,37.54,124.27,"Vallis, valles",gazeteer_of_planetary_nomenclature
6021,Tinto Vallis,-3.97,111.5,"Vallis, valles",gazeteer_of_planetary_nomenclature
6028,Tisia Valles,-10.75,46.72,"Vallis, valles",gazeteer_of_planetary_nomenclature
6030,Tithoniae Catenae,-5.5,-81.82,"Catena, catenae",gazeteer_of_planetary_nomenclature
6031,Tithoniae Fossae,-4.32,-83.04,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6032,Tithonium Chasma,-4.6,-84.29,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
6033,Tithonius Lacus,-4.94,-85,Albedo Feature,gazeteer_of_planetary_nomenclature
6038,Tiu Valles,16.23,-34.86,"Vallis, valles",gazeteer_of_planetary_nomenclature
6039,Tiwi,-27.56,-24.76,"Crater, craters",gazeteer_of_planetary_nomenclature
6042,Todd,-9,-153,"Crater, craters",gazeteer_of_planetary_nomenclature
6045,Tokko,22.55,109.52,"Crater, craters",gazeteer_of_planetary_nomenclature
6047,Tokma,21.31,108.57,"Crater, craters",gazeteer_of_planetary_nomenclature
6051,Tolon,18.23,104.98,"Crater, craters",gazeteer_of_planetary_nomenclature
6054,Tomari,19.98,113.78,"Crater, craters",gazeteer_of_planetary_nomenclature
6055,Tombe,-42.4,-44.55,"Crater, craters",gazeteer_of_planetary_nomenclature
6059,Tooting,23.21,-152.24,"Crater, craters",gazeteer_of_planetary_nomenclature
6060,Torbay,17.87,114.08,"Crater, craters",gazeteer_of_planetary_nomenclature
6066,Torsö,-44.29,-51.18,"Crater, craters",gazeteer_of_planetary_nomenclature
6068,Torup,-27.89,97.81,"Crater, craters",gazeteer_of_planetary_nomenclature
6073,Tractus Albus,29.71,-80,Albedo Feature,gazeteer_of_planetary_nomenclature
6074,Tractus Catena,27,-102.79,"Catena, catenae",gazeteer_of_planetary_nomenclature
6075,Tractus Fossae,25.89,-101.28,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6078,Trebia Valles,32.08,150.12,"Vallis, valles",gazeteer_of_planetary_nomenclature
6083,Trinacria,-24.74,92,Albedo Feature,gazeteer_of_planetary_nomenclature
6085,Trinidad,-23.38,109.05,"Crater, craters",gazeteer_of_planetary_nomenclature
6088,Trivium Charontis,19.78,162,Albedo Feature,gazeteer_of_planetary_nomenclature
6089,Troika,16.83,105.14,"Crater, craters",gazeteer_of_planetary_nomenclature
6094,Trouvelot,16.09,-12.98,"Crater, craters",gazeteer_of_planetary_nomenclature
6095,Troy,23.17,-52.62,"Crater, craters",gazeteer_of_planetary_nomenclature
6096,Trud,17.68,-31.59,"Crater, craters",gazeteer_of_planetary_nomenclature
6098,Trumpler,-61.43,-150.71,"Crater, craters",gazeteer_of_planetary_nomenclature
6101,Tsau,49.49,121.06,"Crater, craters",gazeteer_of_planetary_nomenclature
6111,Tsukuba,48.58,134,"Crater, craters",gazeteer_of_planetary_nomenclature
6121,Tuapi,16.98,104.34,"Crater, craters",gazeteer_of_planetary_nomenclature
6124,Tugaske,-31.78,-101.11,"Crater, craters",gazeteer_of_planetary_nomenclature
6128,Tumul,14.71,104.61,"Crater, craters",gazeteer_of_planetary_nomenclature
6133,Tungla,-40.77,89.64,"Crater, craters",gazeteer_of_planetary_nomenclature
6136,Tura,-26.63,-21.98,"Crater, craters",gazeteer_of_planetary_nomenclature
6138,Turbi,-40.62,-51.45,"Crater, craters",gazeteer_of_planetary_nomenclature
6143,Turma,17.31,108.11,"Crater, craters",gazeteer_of_planetary_nomenclature
6149,Tuscaloosa,-0.02,28.73,"Crater, craters",gazeteer_of_planetary_nomenclature
6152,Tuskegee,-2.8,-36.09,"Crater, craters",gazeteer_of_planetary_nomenclature
6164,Tycho Brahe,-49.41,146.12,"Crater, craters",gazeteer_of_planetary_nomenclature
6168,Tyndall,39.73,169.97,"Crater, craters",gazeteer_of_planetary_nomenclature
6169,Tyras Vallis,8.33,-50.15,"Vallis, valles",gazeteer_of_planetary_nomenclature
6171,Tyrrhena Dorsa,-24.2,115.72,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
6172,Tyrrhena Fossae,-22.23,105.8,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6173,[Tyrrhena Mons],-24.15,101.1,"Mons, montes",gazeteer_of_planetary_nomenclature
6174,Tyrrhena Patera,-21.39,106.63,"Patera, paterae",gazeteer_of_planetary_nomenclature
6175,Tyrrhena Terra,-11.9,88.84,"Terra, terrae",gazeteer_of_planetary_nomenclature
6182,Uchronia,69.78,100,Albedo Feature,gazeteer_of_planetary_nomenclature
6203,Ultima Lingula,-76.32,142.56,"Lingula, lingulae",gazeteer_of_planetary_nomenclature
6204,Ultimi Scopuli,-77.88,179.04,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
6205,Ultimum Chasma,-81.1,151.37,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
6206,Ulu,22.49,107.32,"Crater, craters",gazeteer_of_planetary_nomenclature
6209,Ulya,-17.9,111.68,"Crater, craters",gazeteer_of_planetary_nomenclature
6210,Ulysses Fossae,9.95,-123.07,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6211,Ulysses Patera,2.95,-121.42,"Patera, paterae",gazeteer_of_planetary_nomenclature
6212,Ulyxis Rupes,-68.78,160.02,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
6216,Umatac,42.52,137.26,"Crater, craters",gazeteer_of_planetary_nomenclature
6218,Umbra,49.67,70,Albedo Feature,gazeteer_of_planetary_nomenclature
6235,Uranius Dorsum,23.79,-75.04,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
6236,Uranius Fossae,25.29,-90.13,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6237,Uranius Patera,26.32,-92.8,"Patera, paterae",gazeteer_of_planetary_nomenclature
6238,Uranius Tholus,26.25,-97.57,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6243,Urk,23.11,111.42,"Crater, craters",gazeteer_of_planetary_nomenclature
6255,Utan,24.24,113.81,"Crater, craters",gazeteer_of_planetary_nomenclature
6259,Utopia,49.67,110,Albedo Feature,gazeteer_of_planetary_nomenclature
6260,Utopia Planitia,46.74,117.52,"Planitia, planitiae",gazeteer_of_planetary_nomenclature
6261,Utopia Rupēs,43.53,86.03,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
6266,Uzboi Vallis,-29.46,-36.98,"Vallis, valles",gazeteer_of_planetary_nomenclature
6268,Vaals,-3.96,-32.97,"Crater, craters",gazeteer_of_planetary_nomenclature
6283,Valga,-44.32,-36.64,"Crater, craters",gazeteer_of_planetary_nomenclature
6288,Valles Marineris,-14.01,-58.59,"Vallis, valles",gazeteer_of_planetary_nomenclature
6302,Valverde,20.1,-55.76,"Crater, craters",gazeteer_of_planetary_nomenclature
6324,Varus Valles,-8.57,-155.99,"Vallis, valles",gazeteer_of_planetary_nomenclature
6333,Vastitas Borealis,87.73,32.53,"Vastitas, vastitates",gazeteer_of_planetary_nomenclature
6335,Vaux,17.96,-32.79,"Crater, craters",gazeteer_of_planetary_nomenclature
6340,Vedra Valles,19.12,-55.48,"Vallis, valles",gazeteer_of_planetary_nomenclature
6353,Verde Vallis,-0.5,29.88,"Vallis, valles",gazeteer_of_planetary_nomenclature
6356,Verlaine,-9.22,64.12,"Crater, craters",gazeteer_of_planetary_nomenclature
6364,Very,-49.17,-177.03,"Crater, craters",gazeteer_of_planetary_nomenclature
6375,Viana,19.18,104.81,"Crater, craters",gazeteer_of_planetary_nomenclature
6378,Vichada Valles,-19.87,88.13,"Vallis, valles",gazeteer_of_planetary_nomenclature
6386,Vik,-36.09,-63.94,"Crater, craters",gazeteer_of_planetary_nomenclature
6389,Vils,39.04,-11.68,"Crater, craters",gazeteer_of_planetary_nomenclature
6394,Vinogradov,-19.83,-37.74,"Crater, craters",gazeteer_of_planetary_nomenclature
6395,Vinogradsky,-56.13,143.85,"Crater, craters",gazeteer_of_planetary_nomenclature
6405,Virrat,-30.73,-102.88,"Crater, craters",gazeteer_of_planetary_nomenclature
6410,Vishniac,-76.52,84.12,"Crater, craters",gazeteer_of_planetary_nomenclature
6411,Vistula Valles,13.41,-51.97,"Vallis, valles",gazeteer_of_planetary_nomenclature
6417,Vivero,48.97,118.83,"Crater, craters",gazeteer_of_planetary_nomenclature
6424,Voeykov,-32.11,-76.14,"Crater, craters",gazeteer_of_planetary_nomenclature
6426,Vogel,-36.77,-13.28,"Crater, craters",gazeteer_of_planetary_nomenclature
6427,Volgograd,48.1,135.03,"Crater, craters",gazeteer_of_planetary_nomenclature
6431,Voltaire,22,-3.5,"Crater, craters",gazeteer_of_planetary_nomenclature
6435,Vol'sk,23,-51.24,"Crater, craters",gazeteer_of_planetary_nomenclature
6441,Von Kármán,-64.27,-58.7,"Crater, craters",gazeteer_of_planetary_nomenclature
6448,Voo,-26.94,-19.99,"Crater, craters",gazeteer_of_planetary_nomenclature
6454,Voza,23.34,-53.53,"Crater, craters",gazeteer_of_planetary_nomenclature
6456,Vulcani Pelagus,-34.68,-15,Albedo Feature,gazeteer_of_planetary_nomenclature
6464,Vätö,-43.61,-53.69,"Crater, craters",gazeteer_of_planetary_nomenclature
6467,W. Mareotis Tholus,35.56,-87.96,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6468,Wabash,21.36,-33.64,"Crater, craters",gazeteer_of_planetary_nomenclature
6471,Wahoo,23.23,-33.68,"Crater, craters",gazeteer_of_planetary_nomenclature
6472,Wajir,-27.02,105.54,"Crater, craters",gazeteer_of_planetary_nomenclature
6476,Walla Walla Vallis,-9.88,-54.46,"Vallis, valles",gazeteer_of_planetary_nomenclature
6478,Wallace,-52.48,110.9,"Crater, craters",gazeteer_of_planetary_nomenclature
6480,Wallops,46.59,132.72,"Crater, craters",gazeteer_of_planetary_nomenclature
6481,Wallula,-9.92,-54.4,"Crater, craters",gazeteer_of_planetary_nomenclature
6490,Warra,20.75,-37.63,"Crater, craters",gazeteer_of_planetary_nomenclature
6491,Warrego Valles,-41.84,-92.15,"Vallis, valles",gazeteer_of_planetary_nomenclature
6493,Waspam,20.45,-56.63,"Crater, craters",gazeteer_of_planetary_nomenclature
6494,Wassamu,25.57,-53.21,"Crater, craters",gazeteer_of_planetary_nomenclature
6499,Wau,-44.86,-42.61,"Crater, craters",gazeteer_of_planetary_nomenclature
6506,Weert,19.71,-51.69,"Crater, craters",gazeteer_of_planetary_nomenclature
6508,Wegener,-64.3,-4.07,"Crater, craters",gazeteer_of_planetary_nomenclature
6512,Weinbaum,-65.53,114.57,"Crater, craters",gazeteer_of_planetary_nomenclature
6516,Wells,-59.94,122.4,"Crater, craters",gazeteer_of_planetary_nomenclature
6518,Wendell,-1,-132,"Crater, craters",gazeteer_of_planetary_nomenclature
6521,Wer,45.67,-6.19,"Crater, craters",gazeteer_of_planetary_nomenclature
6539,Wicklow,-2.01,-40.53,"Crater, craters",gazeteer_of_planetary_nomenclature
6543,Wien,-10.57,139.75,"Crater, craters",gazeteer_of_planetary_nomenclature
6552,Williams,-18.39,-164.14,"Crater, craters",gazeteer_of_planetary_nomenclature
6554,Wilmington,21.6,-47.47,"Crater, craters",gazeteer_of_planetary_nomenclature
6557,Windfall,-2.09,-43.33,"Crater, craters",gazeteer_of_planetary_nomenclature
6559,Wink,-6.51,-41.34,"Crater, craters",gazeteer_of_planetary_nomenclature
6564,Wirtz,-48.24,-25.86,"Crater, craters",gazeteer_of_planetary_nomenclature
6565,Wislicenus,-18.17,11.39,"Crater, craters",gazeteer_of_planetary_nomenclature
6575,Woolgar,34.66,-85.45,"Crater, craters",gazeteer_of_planetary_nomenclature
6576,Woomera,48.07,132.62,"Crater, craters",gazeteer_of_planetary_nomenclature
6577,Worcester,26.61,-50.37,"Crater, craters",gazeteer_of_planetary_nomenclature
6582,Wright,-58.51,-151.01,"Crater, craters",gazeteer_of_planetary_nomenclature
6586,Wukari,-31.81,-102.8,"Crater, craters",gazeteer_of_planetary_nomenclature
6596,Xanthe,9.88,-50,Albedo Feature,gazeteer_of_planetary_nomenclature
6597,Xanthe Dorsa,35.9,-34.04,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
6598,Xanthe Montes,18.13,-54.92,"Mons, montes",gazeteer_of_planetary_nomenclature
6599,Xanthe Scopulus,19.38,-52.51,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
6600,Xanthe Terra,1.6,-48.05,"Terra, terrae",gazeteer_of_planetary_nomenclature
6619,Xui,15.09,112.63,"Crater, craters",gazeteer_of_planetary_nomenclature
6625,Yakima,43.03,-3.15,"Crater, craters",gazeteer_of_planetary_nomenclature
6628,Yala,17.37,-38.58,"Crater, craters",gazeteer_of_planetary_nomenclature
6629,Yalata,21.81,106.17,"Crater, craters",gazeteer_of_planetary_nomenclature
6639,Yaonis Regio,-39.67,40,Albedo Feature,gazeteer_of_planetary_nomenclature
6640,Yar,22.27,-39.15,"Crater, craters",gazeteer_of_planetary_nomenclature
6644,Yat,18.13,-29.03,"Crater, craters",gazeteer_of_planetary_nomenclature
6649,Yebra,20.79,105.69,"Crater, craters",gazeteer_of_planetary_nomenclature
6650,Yegros,-22.3,-23.66,"Crater, craters",gazeteer_of_planetary_nomenclature
6671,Yorktown,22.88,-48.65,"Crater, craters",gazeteer_of_planetary_nomenclature
6672,Yoro,22.8,-28.04,"Crater, craters",gazeteer_of_planetary_nomenclature
6681,Yungay,-43.87,-44.75,"Crater, craters",gazeteer_of_planetary_nomenclature
6685,Yuty,22.16,-34.09,"Crater, craters",gazeteer_of_planetary_nomenclature
6708,Zea Dorsa,-48.87,80.54,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
6719,Zephyria,0,165,Albedo Feature,gazeteer_of_planetary_nomenclature
6720,Zephyria Mensae,-11.62,171.98,"Mensa, mensae",gazeteer_of_planetary_nomenclature
6721,Zephyria Tholus,-19.75,172.92,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6722,Zephyrus Fossae,23.93,144.19,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6730,Zhigou,-29.1,-102.59,"Crater, craters",gazeteer_of_planetary_nomenclature
6737,Zilair,-31.81,-32.94,"Crater, craters",gazeteer_of_planetary_nomenclature
6743,Zir,18.54,-36.54,"Crater, craters",gazeteer_of_planetary_nomenclature
6750,Zongo,-33.76,-41.69,"Crater, craters",gazeteer_of_planetary_nomenclature
6764,Zuni,19.22,-29.58,"Crater, craters",gazeteer_of_planetary_nomenclature
6765,Zunil,7.7,166.19,"Crater, craters",gazeteer_of_planetary_nomenclature
6768,Zutphen,-13.85,174.32,"Crater, craters",gazeteer_of_planetary_nomenclature
6776,[Amet],23.45,-57.4,"Crater, craters",gazeteer_of_planetary_nomenclature
6777,[Ammonii Rupes],-6.52,175.8,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
6781,[Anseris Cavus],-29.71,95.5,"Cavus, cavi",gazeteer_of_planetary_nomenclature
6782,[Apodis Catena],-26.93,103.2,"Catena, catenae",gazeteer_of_planetary_nomenclature
6783,[Arena Rupes],13.35,70.5,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
6787,[Australis Tholus],-58.7,37,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6789,[Bathys Planum],-42.66,-106,"Planum, plana",gazeteer_of_planetary_nomenclature
6799,[Cavi Novi],-67.26,30,"Cavus, cavi",gazeteer_of_planetary_nomenclature
6801,[Cerberus Rupēs],8.3,164.6,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
6803,[Charitum Tholus],-54.68,-41,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6816,[Deva Valles],-7.81,-156.9,"Vallis, valles",gazeteer_of_planetary_nomenclature
6819,[Drinus Valles],-22.96,-17.5,"Vallis, valles",gazeteer_of_planetary_nomenclature
6824,[Erythraeum Planum],-34.18,-65,"Planum, plana",gazeteer_of_planetary_nomenclature
6830,[Frigoris Scopulus],79.38,176,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
6832,[Galaxias Mensae],36.18,147.3,"Mensa, mensae",gazeteer_of_planetary_nomenclature
6842,[Hilo],-44.46,-35.5,"Crater, craters",gazeteer_of_planetary_nomenclature
6846,[Hyperboreus Scopulus],82.41,-160,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
6847,[Hypernotius Scopulus],-77.86,88,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
6848,[Iaxartes Tholus],71.8,-15,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6849,[Isidis Regio],19.78,85,Albedo Feature,gazeteer_of_planetary_nomenclature
6851,[Jeki],23.65,-52.3,"Crater, craters",gazeteer_of_planetary_nomenclature
6857,[Kison Tholus],72.81,2,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6859,[Labeatis Fossae],20.68,-95,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6870,[Misk],-0.89,-35.5,"Crater, craters",gazeteer_of_planetary_nomenclature
6876,[Musmar],24.54,-55.7,"Crater, craters",gazeteer_of_planetary_nomenclature
6877,[Nepenthes Patera],11.86,89,"Patera, paterae",gazeteer_of_planetary_nomenclature
6881,[Olympia Planitia],81.4,-180,"Planitia, planitiae",gazeteer_of_planetary_nomenclature
6882,[Ortygia Tholus],69.78,-8,"Tholus, tholi",gazeteer_of_planetary_nomenclature
6884,[Peneus Mons],-30.9,86.1,"Mons, montes",gazeteer_of_planetary_nomenclature
6886,[Pityusa Dorsa],-64.24,29.5,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
6910,[Syrtis Major Planitia],9.39,69.5,"Planitia, planitiae",gazeteer_of_planetary_nomenclature
6912,[Terra Meridiani],-7.12,4,"Terra, terrae",gazeteer_of_planetary_nomenclature
6914,[Thyles Chasma],-70.79,127.5,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
6915,[Tithoniae Catena],-5.44,-82,"Catena, catenae",gazeteer_of_planetary_nomenclature
6916,[Tithoniae Fossae],-6.33,-82.5,"Fossa, fossae",gazeteer_of_planetary_nomenclature
6921,[Tōno],-44.86,-52.2,"Crater, craters",gazeteer_of_planetary_nomenclature
6922,[Ultimi Cavi],-74.32,155.5,"Cavus, cavi",gazeteer_of_planetary_nomenclature
6930,[Wum],15.92,113.8,"Crater, craters",gazeteer_of_planetary_nomenclature
6939,Ōmura,-25.36,-25.21,"Crater, craters",gazeteer_of_planetary_nomenclature
6946,Žulanka,-2.27,-42.16,"Crater, craters",gazeteer_of_planetary_nomenclature
6948,Dilly,13.27,157.22,"Crater, craters",gazeteer_of_planetary_nomenclature
6949,Gratteri,-17.71,-160.06,"Crater, craters",gazeteer_of_planetary_nomenclature
6950,Tomini,16.26,125.88,"Crater, craters",gazeteer_of_planetary_nomenclature
