id,name,LAT,LON,layer,source
2632,Iberus Vallis,21.25,152.07,"Vallis, valles",gazeteer_of_planetary_nomenclature
2637,Ibragimov,-25.43,-59.57,"Crater, craters",gazeteer_of_planetary_nomenclature
2639,Icaria,-39.67,-130,Albedo Feature,gazeteer_of_planetary_nomenclature
2640,Icaria Fossae,-48.09,-125.16,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2641,Icaria Planum,-43.27,-106.04,"Planum, plana",gazeteer_of_planetary_nomenclature
2647,Idaeus Fossae,37.33,-51.2,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2654,Igal,-20.09,110.9,"Crater, craters",gazeteer_of_planetary_nomenclature
2657,II Thyle I,-69.78,-180,Albedo Feature,gazeteer_of_planetary_nomenclature
2658,Ikej,20.96,112.5,"Crater, craters",gazeteer_of_planetary_nomenclature
2677,Imgr,19.12,111.18,"Crater, craters",gazeteer_of_planetary_nomenclature
2688,Indus Vallis,18.95,38.88,"Vallis, valles",gazeteer_of_planetary_nomenclature
2698,Innsbruck,-6.39,-39.96,"Crater, craters",gazeteer_of_planetary_nomenclature
2700,Ins,24.49,108.9,"Crater, craters",gazeteer_of_planetary_nomenclature
2701,Inta,-24.36,-25.1,"Crater, craters",gazeteer_of_planetary_nomenclature
2703,Inuvik,78.59,-28.32,"Crater, craters",gazeteer_of_planetary_nomenclature
2713,Irbit,-24.34,-24.91,"Crater, craters",gazeteer_of_planetary_nomenclature
2715,Irharen,34.49,140.82,"Crater, craters",gazeteer_of_planetary_nomenclature
2726,Isara Valles,-5.31,-146.42,"Vallis, valles",gazeteer_of_planetary_nomenclature
2734,Isidis Dorsa,12.92,88.21,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2735,Isidis Planitia,13.94,88.38,"Planitia, planitiae",gazeteer_of_planetary_nomenclature
2737,Isil,-27.02,87.93,"Crater, craters",gazeteer_of_planetary_nomenclature
2741,Ismeniae Fossae,41.31,38.35,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2742,Ismenius Lacus,39.67,30,Albedo Feature,gazeteer_of_planetary_nomenclature
2745,Issedon Paterae,38.13,-90.25,"Patera, paterae",gazeteer_of_planetary_nomenclature
2746,Issedon Tholus,36.05,-94.83,"Tholus, tholi",gazeteer_of_planetary_nomenclature
2748,Ister Chaos,12.95,-56.56,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2754,Ituxi Vallis,25.45,153.32,"Vallis, valles",gazeteer_of_planetary_nomenclature
2757,Ius Chasma,-7.29,-84.39,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
2758,Ius Labes,-7.47,-78.46,"Labes, labēs",gazeteer_of_planetary_nomenclature
2775,Izendy,-28.88,-101.44,"Crater, craters",gazeteer_of_planetary_nomenclature
2787,Jal,-26.25,-28.76,"Crater, craters",gazeteer_of_planetary_nomenclature
2790,Jama,21.39,-53.18,"Crater, craters",gazeteer_of_planetary_nomenclature
2792,Jampur,38.71,-81.55,"Crater, craters",gazeteer_of_planetary_nomenclature
2793,Jamuna,9.88,-40,Albedo Feature,gazeteer_of_planetary_nomenclature
2801,Janssen,2.69,37.61,"Crater, craters",gazeteer_of_planetary_nomenclature
2807,Jarry-Desloges,-9.37,83.85,"Crater, craters",gazeteer_of_planetary_nomenclature
2815,Jeans,-69.64,154.18,"Crater, craters",gazeteer_of_planetary_nomenclature
2817,Jen,39.88,-10.57,"Crater, craters",gazeteer_of_planetary_nomenclature
2826,Jezža,-48.42,-37.92,"Crater, craters",gazeteer_of_planetary_nomenclature
2828,Jijiga,25.11,-53.95,"Crater, craters",gazeteer_of_planetary_nomenclature
2833,Jodrell,47.47,132.3,"Crater, craters",gazeteer_of_planetary_nomenclature
2835,Johannesburg,47.92,133.19,"Crater, craters",gazeteer_of_planetary_nomenclature
2837,Johnstown,-9.8,-51.07,"Crater, craters",gazeteer_of_planetary_nomenclature
2841,Joly,-74.5,-42.69,"Crater, craters",gazeteer_of_planetary_nomenclature
2843,Jones,-18.88,-19.83,"Crater, craters",gazeteer_of_planetary_nomenclature
2849,Jovis Fossae,19.77,-115.83,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2850,Jovis Tholus,18.2,-117.41,"Tholus, tholi",gazeteer_of_planetary_nomenclature
2863,Jumla,-21.29,86.44,"Crater, craters",gazeteer_of_planetary_nomenclature
2874,Juventae Chasma,-3.37,-61.39,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
2875,Juventae Dorsa,0.39,-71.02,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2876,Juventae Fons,-4.94,-63,Albedo Feature,gazeteer_of_planetary_nomenclature
2880,Kachug,18.15,107.59,"Crater, craters",gazeteer_of_planetary_nomenclature
2884,Kagoshima,47.32,135.73,"Crater, craters",gazeteer_of_planetary_nomenclature
2885,Kagul,-23.73,-19.03,"Crater, craters",gazeteer_of_planetary_nomenclature
2890,Kaiser,-46.19,19.11,"Crater, craters",gazeteer_of_planetary_nomenclature
2892,Kaj,-27.05,-29.39,"Crater, craters",gazeteer_of_planetary_nomenclature
2893,Kakori,-41.49,-29.85,"Crater, craters",gazeteer_of_planetary_nomenclature
2898,Kaliningrad,48.47,134.96,"Crater, craters",gazeteer_of_planetary_nomenclature
2905,Kamativi,-20.5,99.99,"Crater, craters",gazeteer_of_planetary_nomenclature
2908,Kamloops,-53.45,-32.6,"Crater, craters",gazeteer_of_planetary_nomenclature
2909,Kampot,-41.78,-45.59,"Crater, craters",gazeteer_of_planetary_nomenclature
2911,Kanab,-27.2,-19,"Crater, craters",gazeteer_of_planetary_nomenclature
2918,Kansk,-20.52,-17.27,"Crater, craters",gazeteer_of_planetary_nomenclature
2920,Kantang,-24.44,-17.58,"Crater, craters",gazeteer_of_planetary_nomenclature
2933,Karpinsk,-45.57,-32.15,"Crater, craters",gazeteer_of_planetary_nomenclature
2937,Karshi,-23.28,-19.32,"Crater, craters",gazeteer_of_planetary_nomenclature
2938,Kartabo,-40.85,-52.46,"Crater, craters",gazeteer_of_planetary_nomenclature
2941,Kasabi,-27.77,89.06,"Crater, craters",gazeteer_of_planetary_nomenclature
2942,Kasei Valles,25.14,-62.88,"Vallis, valles",gazeteer_of_planetary_nomenclature
2943,Kashira,-27.09,-18.31,"Crater, craters",gazeteer_of_planetary_nomenclature
2944,Kasimov,-24.63,-22.94,"Crater, craters",gazeteer_of_planetary_nomenclature
2947,Kasra,21.98,103.63,"Crater, craters",gazeteer_of_planetary_nomenclature
2958,Katoomba,-79.01,127.81,"Crater, craters",gazeteer_of_planetary_nomenclature
2964,Kaup,22.63,-33.16,"Crater, craters",gazeteer_of_planetary_nomenclature
2967,Kaw,16.4,104.28,"Crater, craters",gazeteer_of_planetary_nomenclature
2972,Kayne,-15.5,173.56,"Crater, craters",gazeteer_of_planetary_nomenclature
2977,Keeler,-60.69,-151.24,"Crater, craters",gazeteer_of_planetary_nomenclature
2986,Kem',-44.94,-32.97,"Crater, craters",gazeteer_of_planetary_nomenclature
2991,Kepler,-46.69,140.98,"Crater, craters",gazeteer_of_planetary_nomenclature
2992,Kepler Dorsum,-45,4,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2995,Keul',45.99,122.23,"Crater, craters",gazeteer_of_planetary_nomenclature
3004,Khanpur,20.73,102,"Crater, craters",gazeteer_of_planetary_nomenclature
3011,Kholm,-7.21,-42,"Crater, craters",gazeteer_of_planetary_nomenclature
3017,Khurli,-20.94,112.96,"Crater, craters",gazeteer_of_planetary_nomenclature
3027,Kifrī,-45.64,-54.31,"Crater, craters",gazeteer_of_planetary_nomenclature
3031,Kimry,-20.14,-16.32,"Crater, craters",gazeteer_of_planetary_nomenclature
3034,Kin,20.2,-33.38,"Crater, craters",gazeteer_of_planetary_nomenclature
3036,Kinda,-25.69,-105.15,"Crater, craters",gazeteer_of_planetary_nomenclature
3039,Kingston,22.11,-47.04,"Crater, craters",gazeteer_of_planetary_nomenclature
3042,Kinkora,-24.95,112.88,"Crater, craters",gazeteer_of_planetary_nomenclature
3044,Kipini,25.86,-31.56,"Crater, craters",gazeteer_of_planetary_nomenclature
3051,Kirs,-26.31,-19.44,"Crater, craters",gazeteer_of_planetary_nomenclature
3052,Kirsanov,-22.2,-25.12,"Crater, craters",gazeteer_of_planetary_nomenclature
3053,Kisambo,34.07,-88.92,"Crater, craters",gazeteer_of_planetary_nomenclature
3056,Kita,-22.78,-17.18,"Crater, craters",gazeteer_of_planetary_nomenclature
3066,Knobel,-6.57,133.31,"Crater, craters",gazeteer_of_planetary_nomenclature
3070,Koga,-28.96,-103.76,"Crater, craters",gazeteer_of_planetary_nomenclature
3075,Kok,15.65,-28.07,"Crater, craters",gazeteer_of_planetary_nomenclature
3084,Kong,-5.36,-38.57,"Crater, craters",gazeteer_of_planetary_nomenclature
3091,Korolev,72.77,164.58,"Crater, craters",gazeteer_of_planetary_nomenclature
3092,Korph,19.34,105.45,"Crater, craters",gazeteer_of_planetary_nomenclature
3102,Kourou,46.73,132.78,"Crater, craters",gazeteer_of_planetary_nomenclature
3106,Koval'sky,-29.56,-141.54,"Crater, craters",gazeteer_of_planetary_nomenclature
3107,Koy,21.47,-50.41,"Crater, craters",gazeteer_of_planetary_nomenclature
3116,Krasnoye,35.85,143.84,"Crater, craters",gazeteer_of_planetary_nomenclature
3119,Kribi,-43,-43.51,"Crater, craters",gazeteer_of_planetary_nomenclature
3122,Krishtofovich,-48.09,97.34,"Crater, craters",gazeteer_of_planetary_nomenclature
3134,Kuba,-25.31,-19.64,"Crater, craters",gazeteer_of_planetary_nomenclature
3136,Kufra,40.36,120.3,"Crater, craters",gazeteer_of_planetary_nomenclature
3139,Kuiper,-56.99,-157.13,"Crater, craters",gazeteer_of_planetary_nomenclature
3141,Kular,16.39,108.14,"Crater, craters",gazeteer_of_planetary_nomenclature
3148,Kumak,-35.47,-68.07,"Crater, craters",gazeteer_of_planetary_nomenclature
3151,Kumara,43.03,128.56,"Crater, craters",gazeteer_of_planetary_nomenclature
3158,Kunes,-25.24,107.94,"Crater, craters",gazeteer_of_planetary_nomenclature
3162,Kunowsky,56.82,-9.64,"Crater, craters",gazeteer_of_planetary_nomenclature
3171,Kushva,-43.96,-35.51,"Crater, craters",gazeteer_of_planetary_nomenclature
3179,Kāid,-4.46,-44.7,"Crater, craters",gazeteer_of_planetary_nomenclature
3188,La Paz,21.05,-49.03,"Crater, craters",gazeteer_of_planetary_nomenclature
3190,Labeatis Catenae,19.49,-93.17,"Catena, catenae",gazeteer_of_planetary_nomenclature
3191,Labeatis Fossae,24.58,-84.53,"Fossa, fossae",gazeteer_of_planetary_nomenclature
3192,Labeatis Mensa,25.5,-74.47,"Mensa, mensae",gazeteer_of_planetary_nomenclature
3193,Labeatis Mons,37.48,-75.86,"Mons, montes",gazeteer_of_planetary_nomenclature
3194,Labou Vallis,-8.63,-154.42,"Vallis, valles",gazeteer_of_planetary_nomenclature
3195,Labria,-34.94,-48.07,"Crater, craters",gazeteer_of_planetary_nomenclature
3200,Lachute,-4.27,-39.76,"Crater, craters",gazeteer_of_planetary_nomenclature
3224,Ladon Valles,-22.43,-28.61,"Vallis, valles",gazeteer_of_planetary_nomenclature
3226,Laestrygon (Laestrigon),0,160,Albedo Feature,gazeteer_of_planetary_nomenclature
3227,Laf,48.01,-5.9,"Crater, craters",gazeteer_of_planetary_nomenclature
3230,Lagarto,49.86,-8.29,"Crater, craters",gazeteer_of_planetary_nomenclature
3250,Lamas,-26.99,-20.64,"Crater, craters",gazeteer_of_planetary_nomenclature
3254,Lambert,-19.97,25.39,"Crater, craters",gazeteer_of_planetary_nomenclature
3257,Lamont,-58.17,-113.54,"Crater, craters",gazeteer_of_planetary_nomenclature
3260,Lampland,-35.54,-79.52,"Crater, craters",gazeteer_of_planetary_nomenclature
3263,Land,48.26,-8.72,"Crater, craters",gazeteer_of_planetary_nomenclature
3277,Lapri,20.32,107.49,"Crater, craters",gazeteer_of_planetary_nomenclature
3278,Lar,-25.83,-29.1,"Crater, craters",gazeteer_of_planetary_nomenclature
3287,Lassell,-20.61,-62.46,"Crater, craters",gazeteer_of_planetary_nomenclature
3288,Lasswitz,-9.31,138.31,"Crater, craters",gazeteer_of_planetary_nomenclature
3296,Lau,-74.3,-107.48,"Crater, craters",gazeteer_of_planetary_nomenclature
3314,Le Verrier,-37.71,17.1,"Crater, craters",gazeteer_of_planetary_nomenclature
3324,Lebu,-20.29,-19.47,"Crater, craters",gazeteer_of_planetary_nomenclature
3339,Leleque,36.46,138.17,"Crater, craters",gazeteer_of_planetary_nomenclature
3341,Lemgo,-42.5,-34.79,"Crater, craters",gazeteer_of_planetary_nomenclature
3344,Lemuria,69.78,160,Albedo Feature,gazeteer_of_planetary_nomenclature
3349,Lenya,-26.72,-106.8,"Crater, craters",gazeteer_of_planetary_nomenclature
3365,Leuk,23.91,-55.01,"Crater, craters",gazeteer_of_planetary_nomenclature
3371,Lexington,21.81,-48.63,"Crater, craters",gazeteer_of_planetary_nomenclature
3379,Li Fan,-46.88,-153.06,"Crater, craters",gazeteer_of_planetary_nomenclature
3382,Liais,-75.3,106.93,"Crater, craters",gazeteer_of_planetary_nomenclature
3387,Libertad,23.06,-29.41,"Crater, craters",gazeteer_of_planetary_nomenclature
3389,Libya,0,90,Albedo Feature,gazeteer_of_planetary_nomenclature
3391,Libya Montes,1.44,88.23,"Mons, montes",gazeteer_of_planetary_nomenclature
3395,Licus Vallis,-3.05,126.35,"Vallis, valles",gazeteer_of_planetary_nomenclature
3414,Linpu,18.14,113.21,"Crater, craters",gazeteer_of_planetary_nomenclature
3415,Lins,15.76,-29.8,"Crater, craters",gazeteer_of_planetary_nomenclature
3420,Liris Valles,-10.5,58.25,"Vallis, valles",gazeteer_of_planetary_nomenclature
3422,Lisboa,21.24,-47.59,"Crater, craters",gazeteer_of_planetary_nomenclature
3426,Littleton,15.7,107.14,"Crater, craters",gazeteer_of_planetary_nomenclature
3428,Liu Hsin,-53.2,-171.55,"Crater, craters",gazeteer_of_planetary_nomenclature
3430,Livny,-27.16,-29.12,"Crater, craters",gazeteer_of_planetary_nomenclature
3432,Llanesco,-28.18,-101.11,"Crater, craters",gazeteer_of_planetary_nomenclature
3440,Lobo Vallis,26.82,-61.17,"Vallis, valles",gazeteer_of_planetary_nomenclature
3441,Locana,-3.39,-38.09,"Crater, craters",gazeteer_of_planetary_nomenclature
3444,Lockyer,27.84,160.51,"Crater, craters",gazeteer_of_planetary_nomenclature
3445,Locras Valles,8.84,48.26,"Vallis, valles",gazeteer_of_planetary_nomenclature
3446,Lod,20.98,-31.54,"Crater, craters",gazeteer_of_planetary_nomenclature
3448,Lodwar,-55.09,-43.32,"Crater, craters",gazeteer_of_planetary_nomenclature
3454,Lohse,-43.24,-16.69,"Crater, craters",gazeteer_of_planetary_nomenclature
3455,Loire Valles,-17.69,-17.03,"Vallis, valles",gazeteer_of_planetary_nomenclature
3457,Loja,41.22,136.21,"Crater, craters",gazeteer_of_planetary_nomenclature
3461,Lomela,-81.65,-56.19,"Crater, craters",gazeteer_of_planetary_nomenclature
3463,Lomonosov,65.04,-9.24,"Crater, craters",gazeteer_of_planetary_nomenclature
3464,Longa,-20.67,-25.94,"Crater, craters",gazeteer_of_planetary_nomenclature
3469,Loon,-18.84,113.45,"Crater, craters",gazeteer_of_planetary_nomenclature
3474,Lorica,-19.83,-28.33,"Crater, craters",gazeteer_of_planetary_nomenclature
3476,Los,-35.08,-76.23,"Crater, craters",gazeteer_of_planetary_nomenclature
3479,Lota,46.32,-11.8,"Crater, craters",gazeteer_of_planetary_nomenclature
3480,Loto,-21.88,-22.44,"Crater, craters",gazeteer_of_planetary_nomenclature
3484,Louros Valles,-8.41,-81.77,"Vallis, valles",gazeteer_of_planetary_nomenclature
3492,Lowbury,42.41,-92.92,"Crater, craters",gazeteer_of_planetary_nomenclature
3494,Lowell,-51.96,-81.5,"Crater, craters",gazeteer_of_planetary_nomenclature
3504,Luck,17.26,-36.91,"Crater, craters",gazeteer_of_planetary_nomenclature
3506,Lucus Planum,-4.99,-177.17,"Planum, plana",gazeteer_of_planetary_nomenclature
3509,Luga,-44.25,-47.42,"Crater, craters",gazeteer_of_planetary_nomenclature
3512,Luki,-29.53,-37.37,"Crater, craters",gazeteer_of_planetary_nomenclature
3517,Lunae Mensa,23.91,-62.5,"Mensa, mensae",gazeteer_of_planetary_nomenclature
3518,Lunae Palus,14.83,-65,Albedo Feature,gazeteer_of_planetary_nomenclature
3519,Lunae Planum,10.79,-65.51,"Planum, plana",gazeteer_of_planetary_nomenclature
3524,Lutsk,38.7,-3.09,"Crater, craters",gazeteer_of_planetary_nomenclature
3525,Luzin,27.06,31.28,"Crater, craters",gazeteer_of_planetary_nomenclature
3529,Lycus Sulci,28.14,-144.47,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
3530,Lydda,24.42,-31.95,"Crater, craters",gazeteer_of_planetary_nomenclature
3533,Lyell,-69.91,-15.47,"Crater, craters",gazeteer_of_planetary_nomenclature
3538,Lyot,50.47,29.34,"Crater, craters",gazeteer_of_planetary_nomenclature
3561,Mad Vallis,-56.27,76.47,"Vallis, valles",gazeteer_of_planetary_nomenclature
3567,Madrid,48.45,135.44,"Crater, craters",gazeteer_of_planetary_nomenclature
3573,Mafra,-44.02,-53.15,"Crater, craters",gazeteer_of_planetary_nomenclature
3575,Magadi,-34.52,-46.07,"Crater, craters",gazeteer_of_planetary_nomenclature
3579,Magelhaens,-32.36,-174.58,"Crater, craters",gazeteer_of_planetary_nomenclature
3580,Maggini,27.78,9.5,"Crater, craters",gazeteer_of_planetary_nomenclature
3583,Mago,15.92,105.36,"Crater, craters",gazeteer_of_planetary_nomenclature
3594,Maidstone,-41.56,-54.22,"Crater, craters",gazeteer_of_planetary_nomenclature
3596,Main,-76.54,49.01,"Crater, craters",gazeteer_of_planetary_nomenclature
3598,Maja Valles,10.23,-58.38,"Vallis, valles",gazeteer_of_planetary_nomenclature
3604,Malea Patera,-63.54,51.59,"Patera, paterae",gazeteer_of_planetary_nomenclature
3605,Malea Planum,-65.82,62.94,"Planum, plana",gazeteer_of_planetary_nomenclature
3618,Mamers Valles,40.65,17.94,"Vallis, valles",gazeteer_of_planetary_nomenclature
3621,Manah,-4.66,-33.61,"Crater, craters",gazeteer_of_planetary_nomenclature
3626,Mandora,12.22,-53.63,"Crater, craters",gazeteer_of_planetary_nomenclature
3627,Mangala Fossa,-17.27,-145.88,"Fossa, fossae",gazeteer_of_planetary_nomenclature
3628,Mangala Valles,-11.32,-151.39,"Vallis, valles",gazeteer_of_planetary_nomenclature
3639,Manti,-3.58,-37.57,"Crater, craters",gazeteer_of_planetary_nomenclature
3648,Manzī,-22.15,-27.47,"Crater, craters",gazeteer_of_planetary_nomenclature
3651,Maraldi,-61.92,-31.96,"Crater, craters",gazeteer_of_planetary_nomenclature
3654,Marbach,17.65,111.03,"Crater, craters",gazeteer_of_planetary_nomenclature
3655,Marca,-9.98,-158.15,"Crater, craters",gazeteer_of_planetary_nomenclature
3663,Mare Acidalium,44.66,-30,Albedo Feature,gazeteer_of_planetary_nomenclature
3666,Mare Australe,-59.71,-10,Albedo Feature,gazeteer_of_planetary_nomenclature
3667,Mare Boreum,59.71,-180,Albedo Feature,gazeteer_of_planetary_nomenclature
3668,Mare Chronium,-57.7,150,Albedo Feature,gazeteer_of_planetary_nomenclature
3669,Mare Cimmerium,-19.78,140,Albedo Feature,gazeteer_of_planetary_nomenclature
3672,Mare Erythraeum,-24.74,-40,Albedo Feature,gazeteer_of_planetary_nomenclature
3675,Mare Hadriacum,-39.67,90,Albedo Feature,gazeteer_of_planetary_nomenclature
3687,Mare Serpentis,-29.71,40,Albedo Feature,gazeteer_of_planetary_nomenclature
3688,Mare Sirenum,-29.71,-155,Albedo Feature,gazeteer_of_planetary_nomenclature
3692,Mare Tyrrhenum,-19.78,105,Albedo Feature,gazeteer_of_planetary_nomenclature
3695,Mareotis Fossae,44.34,-76.12,"Fossa, fossae",gazeteer_of_planetary_nomenclature
3699,Margaritifer Chaos,-9.3,-21.7,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
3700,Margaritifer Sinus,-9.88,-25,Albedo Feature,gazeteer_of_planetary_nomenclature
3701,Margaritifer Terra,-1.85,-24.92,"Terra, terrae",gazeteer_of_planetary_nomenclature
3703,Mari,-52.01,-45.88,"Crater, craters",gazeteer_of_planetary_nomenclature
3711,Mariner,-34.68,-164.24,"Crater, craters",gazeteer_of_planetary_nomenclature
3723,Marte Vallis,14.08,-177.1,"Vallis, valles",gazeteer_of_planetary_nomenclature
3725,Marth,12.94,-3.45,"Crater, craters",gazeteer_of_planetary_nomenclature
3729,Martz,-34.91,144.18,"Crater, craters",gazeteer_of_planetary_nomenclature
3746,Masursky,12.07,-32.31,"Crater, craters",gazeteer_of_planetary_nomenclature
3752,Matrona Vallis,-7.66,176.19,"Vallis, valles",gazeteer_of_planetary_nomenclature
3755,Maumee Valles,19.51,-52.85,"Vallis, valles",gazeteer_of_planetary_nomenclature
3757,Maunder,-49.6,1.75,"Crater, craters",gazeteer_of_planetary_nomenclature
3763,Mawrth Vallis,22.43,-16.97,"Vallis, valles",gazeteer_of_planetary_nomenclature
3772,Ma'adim Vallis,-21.98,177.5,"Vallis, valles",gazeteer_of_planetary_nomenclature
3782,McLaughlin,21.9,-22.37,"Crater, craters",gazeteer_of_planetary_nomenclature
3784,McMurdo,-84.38,0.59,"Crater, craters",gazeteer_of_planetary_nomenclature
3794,Medrissa,18.64,-56.57,"Crater, craters",gazeteer_of_planetary_nomenclature
3795,Medusae Fossae,-2.17,-164.2,"Fossa, fossae",gazeteer_of_planetary_nomenclature
3796,Medusae Sulci,-5.04,-159.7,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
3799,Mega,-1.43,-36.9,"Crater, craters",gazeteer_of_planetary_nomenclature
3801,Meget,18.86,107.31,"Crater, craters",gazeteer_of_planetary_nomenclature
3812,Melas Chasma,-10.52,-72.54,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
3813,Melas Dorsa,-18.92,-72.1,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
3814,Melas Fossae,-26.28,-71.52,"Fossa, fossae",gazeteer_of_planetary_nomenclature
3815,Melas Labes,-8.53,-71.7,"Labes, labēs",gazeteer_of_planetary_nomenclature
3821,Mellish,-72.63,-23.74,"Crater, craters",gazeteer_of_planetary_nomenclature
3826,Memnonia,-19.78,-150,Albedo Feature,gazeteer_of_planetary_nomenclature
3827,Memnonia Fossae,-23.63,-153.82,"Fossa, fossae",gazeteer_of_planetary_nomenclature
3828,Memnonia Sulci,-7.16,-175.83,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
3831,Mena,-32.11,-18.76,"Crater, craters",gazeteer_of_planetary_nomenclature
3836,Mendel,-58.78,161.25,"Crater, craters",gazeteer_of_planetary_nomenclature
3839,Mendota,35.83,138.33,"Crater, craters",gazeteer_of_planetary_nomenclature
3854,Meridiani Planum,-0.04,-3.14,"Planum, plana",gazeteer_of_planetary_nomenclature
3858,Meroe,34.68,75,Albedo Feature,gazeteer_of_planetary_nomenclature
3859,Meroe Patera,6.98,68.77,"Patera, paterae",gazeteer_of_planetary_nomenclature
3886,Mie,48.16,139.65,"Crater, craters",gazeteer_of_planetary_nomenclature
3891,Mila,-27.16,-20.75,"Crater, craters",gazeteer_of_planetary_nomenclature
3893,Milankovič,54.46,-146.58,"Crater, craters",gazeteer_of_planetary_nomenclature
3896,Milford,-52.41,-41.49,"Crater, craters",gazeteer_of_planetary_nomenclature
3901,Millman,-53.95,-149.64,"Crater, craters",gazeteer_of_planetary_nomenclature
3902,Millochau,-21.19,85.1,"Crater, craters",gazeteer_of_planetary_nomenclature
3912,Minio Vallis,-4.38,-151.67,"Vallis, valles",gazeteer_of_planetary_nomenclature
3924,Mirtos,22.12,-51.76,"Crater, craters",gazeteer_of_planetary_nomenclature
3930,Mistretta,-24.68,-109.13,"Crater, craters",gazeteer_of_planetary_nomenclature
3931,Mitchel,-67.53,76.01,"Crater, craters",gazeteer_of_planetary_nomenclature
3937,Mliba,-39.61,87.98,"Crater, craters",gazeteer_of_planetary_nomenclature
3939,Moab,19.78,10,Albedo Feature,gazeteer_of_planetary_nomenclature
3943,Moeris Lacus,7.91,90,Albedo Feature,gazeteer_of_planetary_nomenclature
3945,Mohawk,42.89,-5.35,"Crater, craters",gazeteer_of_planetary_nomenclature
3951,Mojave,7.48,-32.99,"Crater, craters",gazeteer_of_planetary_nomenclature
3953,Molesworth,-27.5,149.27,"Crater, craters",gazeteer_of_planetary_nomenclature
4021,Montevallo,15.25,-54.27,"Crater, craters",gazeteer_of_planetary_nomenclature
4033,Morella,-9.58,-51.39,"Crater, craters",gazeteer_of_planetary_nomenclature
4035,Moreux,41.79,44.54,"Crater, craters",gazeteer_of_planetary_nomenclature
4041,Morpheos Rupes,-36,125.58,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4046,Mosa Vallis,-15.09,22.2,"Vallis, valles",gazeteer_of_planetary_nomenclature
4050,Moss,19.23,109.49,"Crater, craters",gazeteer_of_planetary_nomenclature
4068,Munda Vallis,-5.37,-146.17,"Vallis, valles",gazeteer_of_planetary_nomenclature
4073,Murgoo,-23.64,-22.45,"Crater, craters",gazeteer_of_planetary_nomenclature
4080,Mut,22.36,-35.76,"Crater, craters",gazeteer_of_planetary_nomenclature
4082,Mutch,0.6,-55.21,"Crater, craters",gazeteer_of_planetary_nomenclature
4092,Mädler,-10.65,2.77,"Crater, craters",gazeteer_of_planetary_nomenclature
4096,Müller,-25.74,127.89,"Crater, craters",gazeteer_of_planetary_nomenclature
4097,N. Mareotis Tholus,36.38,-86.21,"Tholus, tholi",gazeteer_of_planetary_nomenclature
4098,Naar,22.91,-42.13,"Crater, craters",gazeteer_of_planetary_nomenclature
4113,Naic,24.45,107.44,"Crater, craters",gazeteer_of_planetary_nomenclature
4115,Nain,41.47,126.84,"Crater, craters",gazeteer_of_planetary_nomenclature
4116,Naju,44.99,122.86,"Crater, craters",gazeteer_of_planetary_nomenclature
4119,Naktong Vallis,4.89,33.39,"Vallis, valles",gazeteer_of_planetary_nomenclature
4133,Nan,-26.69,-19.94,"Crater, craters",gazeteer_of_planetary_nomenclature
4136,Nanedi Valles,5.05,-48.62,"Vallis, valles",gazeteer_of_planetary_nomenclature
4143,Nansen,-49.92,-140.42,"Crater, craters",gazeteer_of_planetary_nomenclature
4153,Nardo,-27.51,-32.84,"Crater, craters",gazeteer_of_planetary_nomenclature
4155,Naro Vallis,-4,60.71,"Vallis, valles",gazeteer_of_planetary_nomenclature
4164,Naukan,21.25,-30.58,"Crater, craters",gazeteer_of_planetary_nomenclature
4169,Navan,-25.89,-23.5,"Crater, craters",gazeteer_of_planetary_nomenclature
4173,Nazca,-31.63,93.67,"Crater, craters",gazeteer_of_planetary_nomenclature
4183,Nectar,-27.72,-72,Albedo Feature,gazeteer_of_planetary_nomenclature
4184,Nectaris Fossae,-23.09,-57.16,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4192,Negele,-35.8,96,"Crater, craters",gazeteer_of_planetary_nomenclature
4198,Neith Regio,37.67,88,Albedo Feature,gazeteer_of_planetary_nomenclature
4199,Neive,23.18,107.07,"Crater, craters",gazeteer_of_planetary_nomenclature
4202,Nema,20.7,-52.13,"Crater, craters",gazeteer_of_planetary_nomenclature
4205,Nepa,-24.97,-19.67,"Crater, craters",gazeteer_of_planetary_nomenclature
4206,Nepenthes,19.78,100,Albedo Feature,gazeteer_of_planetary_nomenclature
4207,Nepenthes Mensae,9.19,119.42,"Mensa, mensae",gazeteer_of_planetary_nomenclature
4213,Nereidum Fretum,-44.66,-55,Albedo Feature,gazeteer_of_planetary_nomenclature
